id,code_commune,nom_commune,code_departement,nom_departement,code_region,nom_region,latitude,longitude,commentaire
135,2553,Nizy-le-Comte,2,Aisne,32,Hauts-de-France,49.5684808,4.0540233,NIZY LE COMTE
136,2572,Orainville,2,Aisne,32,Hauts-de-France,49.3804115,4.0234282,ORAINVILLE - ABRIBUS
137,2601,Pignicourt,2,Aisne,32,Hauts-de-France,49.4149811,4.0305762,PIGNICOURT
138,2613,Pontavert,2,Aisne,32,Hauts-de-France,49.4083576,3.8210194,PONTAVERT
139,2613,Pontavert,2,Aisne,32,Hauts-de-France,49.4051847,3.8215011,PONTAVERT
140,2613,Pontavert,2,Aisne,32,Hauts-de-France,49.4074764,3.8190829,PONTAVERT
141,2626,Prouvais,2,Aisne,32,Hauts-de-France,49.4632911,3.98268,PROUVAIS
142,2626,Prouvais,2,Aisne,32,Hauts-de-France,49.4637561,3.9750626,PROUVAIS - ABRI BUS
143,2627,Proviseux-et-Plesnoy,2,Aisne,32,Hauts-de-France,49.4648744,4.0096133,PROVISEUX - ABRI BUS
144,2627,Proviseux-et-Plesnoy,2,Aisne,32,Hauts-de-France,49.4669748,4.0073201,PROVISEUX
145,2656,Roucy,2,Aisne,32,Hauts-de-France,49.3708791,3.8146921,ROUCY
146,2656,Roucy,2,Aisne,32,Hauts-de-France,49.3772634,3.8148899,ROUCY
147,2676,Saint-Erme-Outre-et-Ramecourt,2,Aisne,32,Hauts-de-France,49.5297729,3.8563902,SAINT ERME - CABINET MEDICAL
148,2676,Saint-Erme-Outre-et-Ramecourt,2,Aisne,32,Hauts-de-France,49.5285549,3.85933,SAINT ERME - CONSTRUCTIONS
149,2676,Saint-Erme-Outre-et-Ramecourt,2,Aisne,32,Hauts-de-France,49.5272576,3.8568012,SAINT ERME - GARE
150,2676,Saint-Erme-Outre-et-Ramecourt,2,Aisne,32,Hauts-de-France,49.5216794,3.8599707,SAINT ERME - STADE
151,2676,Saint-Erme-Outre-et-Ramecourt,2,Aisne,32,Hauts-de-France,49.5226954,3.8517767,SAINT ERME - POSTE
152,2676,Saint-Erme-Outre-et-Ramecourt,2,Aisne,32,Hauts-de-France,49.5161394,3.8424326,SAINT ERME- ABRI SALLE DES FETES
153,2690,Sainte-Preuve,2,Aisne,32,Hauts-de-France,49.6184984,3.9072942,SAINTE PREUVE
154,2705,Selve,2,Aisne,32,Hauts-de-France,49.5698323,3.996744,LA SELVE - ABRI BUS
155,2720,Sissonne,2,Aisne,32,Hauts-de-France,49.5726247,3.889984,SISSONNE - ABRI TASSIGNY
156,2720,Sissonne,2,Aisne,32,Hauts-de-France,49.5741346,3.8921045,SISSONNE
157,2720,Sissonne,2,Aisne,32,Hauts-de-France,49.5718918,3.8911803,SISSONNE - JUDO
158,2720,Sissonne,2,Aisne,32,Hauts-de-France,49.5707484,3.8944834,SISSONNE - CRECHE
159,2720,Sissonne,2,Aisne,32,Hauts-de-France,49.5711579,3.8824909,SISSONNE - ABRI ROUTE DE LAON
160,2720,Sissonne,2,Aisne,32,Hauts-de-France,49.5702866,3.9123514,SISSONNE - FOCH
